,N,NSim,typeA,Exp_a,Exp_b,mAct_a,stdAct_a,mAct_b,stdAct_b,m_IE,std_IE,m_K,std_K
109,10.0,1000.0,1.0,-0.1,-0.2,-0.19915633419631043,0.020532914253363985,-0.26889589302235045,0.39352897262960096,0.053423602345331236,0.0787182487742351,0.3359039385209565,0.21643431307065852
110,10.0,1000.0,1.0,-0.1,-0.2,-0.20017392194955305,0.02039401310083826,-0.19716670162620414,0.4156490106884176,0.03939970247373853,0.08357822524222035,0.321287121706942,0.2129055628387605
111,10.0,1000.0,1.0,-0.1,-0.2,-0.20076828974194624,0.020171774047021994,-0.08609950896667679,0.4206506238096449,0.016972148972376793,0.08447348433092272,0.28160970485669606,0.20313508461925323
112,10.0,1000.0,1.0,-0.1,-0.2,-0.1999596425450807,0.019712571954015205,-0.011768649821221973,0.40993474717205847,0.0019966874888245408,0.08302509919091627,0.2788161386738998,0.1915318383819466
113,10.0,1000.0,1.0,-0.1,-0.2,-0.19907765633654373,0.019921237931560823,0.09386760344687081,0.41361556783581044,-0.01878501816057598,0.08253629459726741,0.2894373193003228,0.2003833359978523
114,10.0,1000.0,1.0,-0.1,-0.2,-0.19924733121518448,0.020232896999669424,0.20318356383010752,0.42825084283489867,-0.04029770688540009,0.0863401475038252,0.3246228144150139,0.21272597470812968
115,10.0,1000.0,1.0,-0.1,-0.2,-0.19946900301234224,0.02112198647796496,0.28349943260334703,0.4108745988373854,-0.05640656438968121,0.08264132037864466,0.33917339270056207,0.21712944229382966
116,10.0,1000.0,1.0,-0.1,-0.2,-0.19995506061326995,0.02070169140206949,0.40074707433181167,0.3687911186137218,-0.08004761273170743,0.07490804921778843,0.3955980355200953,0.2263516280854165
117,10.0,1000.0,1.0,0.0,-0.2,-0.20001793984813793,0.020238378692448756,-0.41410946430551804,0.40364325017806696,0.08272004509656321,0.08171326008071762,0.39606796793433446,0.23232943694717506
118,10.0,1000.0,1.0,0.0,-0.2,-0.20083168368750756,0.020484023718060764,-0.2991330787805538,0.4271283041655991,0.06054203413677627,0.08708733770971584,0.35133614872279656,0.2152404030491424
119,10.0,1000.0,1.0,0.0,-0.2,-0.19926084974732797,0.020639530701251598,-0.1968983608603122,0.4072185107952964,0.03905520325093022,0.08128535722074685,0.3097374285105199,0.20873737701568104
120,10.0,1000.0,1.0,0.0,-0.2,-0.19989367927292803,0.020768921204775543,-0.10362362940452803,0.419872871456373,0.020589184018285463,0.08425384611443862,0.2915780857889705,0.20196164665930433
121,10.0,1000.0,1.0,0.0,-0.2,-0.1989666964513747,0.019925674455502536,0.002593076784613645,0.4142886617848017,-2.1255367724093643e-05,0.08376778678170374,0.2780403464796867,0.19401130995797114
122,10.0,1000.0,1.0,0.0,-0.2,-0.20002025166996526,0.021499643664238854,0.12243605568694572,0.3954145783472507,-0.02461894431198514,0.07958516945227839,0.2847554481329218,0.2034498557091447
123,10.0,1000.0,1.0,0.0,-0.2,-0.1997554855026714,0.020540590607024605,0.17816436466764718,0.41061331977997645,-0.035003140760880756,0.08200734624789217,0.31312779750953457,0.2127311829182186
124,10.0,1000.0,1.0,0.0,-0.2,-0.19915714382785893,0.020619509656612,0.30610461208782985,0.4000434397555166,-0.06098896625894856,0.08024894957795757,0.35070084968385445,0.22560012076431551
125,10.0,1000.0,1.0,0.0,-0.2,-0.2007707141858785,0.020393233084510774,0.404367096698346,0.388603321963457,-0.08065465169644,0.07789654300654142,0.4019587459867206,0.22337572000496442
126,10.0,1000.0,1.0,0.1,-0.2,-0.1994789735917034,0.02067378023036359,-0.41492925576731843,0.3843729258410595,0.08288544656954543,0.077616339447215,0.40850547605932774,0.224400905521307
127,10.0,1000.0,1.0,0.1,-0.2,-0.2006343124084696,0.020372909949738668,-0.2967904620883324,0.38752240597324195,0.059542809637893684,0.07834040518812069,0.3471256602757236,0.21418359179543492
128,10.0,1000.0,1.0,0.1,-0.2,-0.19961090275461968,0.020626832436380194,-0.21439561025676004,0.4159878469697519,0.04294930777019184,0.08306039117686753,0.328812100365195,0.20510928529594347
129,10.0,1000.0,1.0,0.1,-0.2,-0.1994914886803049,0.021253699994922607,-0.09805527362749854,0.38945293372329326,0.019849446911606596,0.07813062522166817,0.27732778084730786,0.19314439047866241
130,10.0,1000.0,1.0,0.1,-0.2,-0.19842272308290626,0.020251504434000256,-0.027447935586282425,0.3999865522168032,0.005118222208177515,0.08009551728665691,0.2813961095764107,0.19466552176384674
131,10.0,1000.0,1.0,0.1,-0.2,-0.1987336103471287,0.02162618147956386,0.11042749232867763,0.3996973550626191,-0.022180271429749474,0.08020711333845323,0.2925234070212783,0.20305186504254244
132,10.0,1000.0,1.0,0.1,-0.2,-0.1990166958889498,0.02132916332931205,0.2064916746404893,0.4214789775747773,-0.041494680101280254,0.08424869450642195,0.30921642398459487,0.21687565715702337
133,10.0,1000.0,1.0,0.1,-0.2,-0.19920911324725588,0.02108369166367951,0.31155365141375446,0.40785943196214614,-0.06185871384583573,0.08111216816435228,0.364897126848,0.2192897418857798
134,10.0,1000.0,1.0,0.1,-0.2,-0.19981910440979028,0.020276806145474873,0.42612376376556493,0.43691798249948177,-0.08526017085110368,0.0885134247990009,0.4176724236074132,0.2297309107571308
135,10.0,1000.0,1.0,0.2,-0.2,-0.20043477490953318,0.02068362741660077,-0.38930780957890404,0.39361770149880065,0.07792137985619141,0.07931561652349373,0.38673583527865024,0.22295443253327732
136,10.0,1000.0,1.0,0.2,-0.2,-0.20019526153503978,0.02064023114119058,-0.29980712103840357,0.4108740190953496,0.06021803324918604,0.08321567943990146,0.3526025490355122,0.2156926820573279
137,10.0,1000.0,1.0,0.2,-0.2,-0.19989597472495182,0.019917386736086735,-0.19498772729389657,0.42068959300408876,0.03935268805055219,0.08392931248293416,0.3247617889566452,0.21283318402172693
