,N,NSim,typeA,Exp_a,Exp_b,mAct_a,stdAct_a,mAct_b,stdAct_b,m_IE,std_IE,m_K,std_K
128,10.0,1000.0,1.0,0.1,0.4,0.40050395202762923,0.020283687724712143,-0.19835084452260587,0.41339470828125097,-0.0790711318341821,0.16606053791557973,0.31809198118315724,0.21849257081946744
129,10.0,1000.0,1.0,0.1,0.4,0.40122277627896596,0.019842876082039478,-0.07161903966809685,0.4003369600007623,-0.028509073520525684,0.1604858299040396,0.28920791730172957,0.20276314543220655
130,10.0,1000.0,1.0,0.1,0.4,0.39965983715086373,0.02081763643728632,0.005341245168666887,0.40755049567332685,0.002122298940389793,0.16315813780073224,0.2900831529739867,0.19888079439902195
131,10.0,1000.0,1.0,0.1,0.4,0.400231986848792,0.020520002461985577,0.07451026915705898,0.4218673041369167,0.02966601455662267,0.16904151104258724,0.3039206088417203,0.20590631876195595
132,10.0,1000.0,1.0,0.1,0.4,0.4005347329507906,0.01955356905612773,0.1929848758723079,0.4246900352359612,0.07724833436991223,0.17076606678769465,0.3207119148983071,0.21443480757454053
133,10.0,1000.0,1.0,0.1,0.4,0.4003431911753718,0.019944174732332336,0.31344250981982874,0.412894180151475,0.12536361061200854,0.16509598890230553,0.3679274452102098,0.22255517270186576
134,10.0,1000.0,1.0,0.1,0.4,0.3978816527819522,0.02067722595433148,0.4054706158474639,0.4023935924567081,0.1613218313988019,0.16038461294194234,0.40907573285965554,0.2343094145955438
135,10.0,1000.0,1.0,0.2,0.4,0.4001470867597304,0.020934553523993035,-0.3978952798418504,0.38949405767577366,-0.15912984921407258,0.15667272339706664,0.40815625571039393,0.23327720565599333
136,10.0,1000.0,1.0,0.2,0.4,0.3999795891119855,0.020187986847847582,-0.3166641619707951,0.41928648703545507,-0.12583142958694907,0.16709884198291033,0.37067949388156657,0.2296386467514037
137,10.0,1000.0,1.0,0.2,0.4,0.40007416940467966,0.021099582750609795,-0.19851502341812316,0.402663767217209,-0.0796429877037892,0.16176470557684428,0.3188697597848503,0.21174300591194622
138,10.0,1000.0,1.0,0.2,0.4,0.4003463746204479,0.020868707761599374,-0.11037791456773488,0.40175087225674744,-0.04442120340927316,0.16088969410987988,0.2963059425610295,0.19881130458924173
